sample-id,depth-id,iter-1,iter-2,iter-3,iter-4,iter-5,iter-6,iter-7,iter-8,iter-9,iter-10,iter_array
sampleID_2a,depth-327,43,42,45,45,45,43,45,45,43,45,[43 42 45 45 45 43 45 45 43 45]
sampleID_2a,depth-347,44,43,45,45,44,45,44,43,43,44,[44 43 45 45 44 45 44 43 43 44]
sampleID_2a,depth-367,43,43,45,44,45,44,45,45,44,43,[43 43 45 44 45 44 45 45 44 43]
sampleID_2a,depth-388,44,45,45,45,44,44,45,45,44,43,[44 45 45 45 44 44 45 45 44 43]
sampleID_2a,depth-408,44,45,45,45,45,45,45,45,45,45,[44 45 45 45 45 45 45 45 45 45]
sampleID_2a,depth-429,44,44,45,44,44,45,44,45,44,45,[44 44 45 44 44 45 44 45 44 45]
sampleID_2a,depth-449,45,45,45,44,45,45,44,45,45,45,[45 45 45 44 45 45 44 45 45 45]
sampleID_2a,depth-469,45,45,45,45,45,45,45,45,45,45,[45 45 45 45 45 45 45 45 45 45]
sampleID_2a,depth-490,44,45,45,44,45,44,45,45,45,45,[44 45 45 44 45 44 45 45 45 45]
sampleID_2a,depth-510,45,45,45,45,45,45,45,45,44,45,[45 45 45 45 45 45 45 45 44 45]
sampleID_2a,depth-531,45,45,45,45,45,45,45,45,45,45,[45 45 45 45 45 45 45 45 45 45]
sampleID_2a,depth-551,45,45,45,45,45,45,44,45,45,45,[45 45 45 45 45 45 44 45 45 45]
sampleID_2a,depth-571,45,45,45,45,45,45,44,45,45,45,[45 45 45 45 45 45 44 45 45 45]
sampleID_2a,depth-592,45,45,45,45,45,45,45,45,45,45,[45 45 45 45 45 45 45 45 45 45]
sampleID_2a,depth-612,45,45,45,45,45,45,45,45,45,45,[45 45 45 45 45 45 45 45 45 45]
sampleID_2a,depth-633,45,45,45,45,45,45,44,45,45,45,[45 45 45 45 45 45 44 45 45 45]
sampleID_2a,depth-653,45,45,45,45,45,45,45,45,45,45,[45 45 45 45 45 45 45 45 45 45]
sampleID_2a,depth-673,45,45,45,45,45,45,45,45,45,45,[45 45 45 45 45 45 45 45 45 45]
sampleID_2a,depth-694,45,45,45,45,45,45,45,45,45,45,[45 45 45 45 45 45 45 45 45 45]
sampleID_2a,depth-714,45,45,45,45,45,45,45,45,45,45,[45 45 45 45 45 45 45 45 45 45]
sampleID_2a,depth-734,45,45,45,45,45,45,45,45,45,45,[45 45 45 45 45 45 45 45 45 45]
sampleID_2a,depth-755,45,45,45,45,45,45,45,45,45,45,[45 45 45 45 45 45 45 45 45 45]
sampleID_2a,depth-775,45,45,45,45,45,45,45,45,45,45,[45 45 45 45 45 45 45 45 45 45]
sampleID_2a,depth-796,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,[45.0 45.0 45.0 45.0 45.0 45.0 45.0 45.0 45.0 45.0]
sampleID_2a,depth-816,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,[45.0 45.0 45.0 45.0 45.0 45.0 45.0 45.0 45.0 45.0]
sampleID_2a,depth-836,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,[45.0 45.0 45.0 45.0 45.0 45.0 45.0 45.0 45.0 45.0]
sampleID_2a,depth-857,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,[45.0 45.0 45.0 45.0 45.0 45.0 45.0 45.0 45.0 45.0]
sampleID_2a,depth-877,,,,,,,,,,,[nan nan nan nan nan nan nan nan nan nan]
sampleID_2a,depth-898,,,,,,,,,,,[nan nan nan nan nan nan nan nan nan nan]
sampleID_2a,depth-918,,,,,,,,,,,[nan nan nan nan nan nan nan nan nan nan]
sampleID_2a,depth-938,,,,,,,,,,,[nan nan nan nan nan nan nan nan nan nan]
sampleID_2a,depth-959,,,,,,,,,,,[nan nan nan nan nan nan nan nan nan nan]
sampleID_2a,depth-979,,,,,,,,,,,[nan nan nan nan nan nan nan nan nan nan]
sampleID_2a,depth-1000,,,,,,,,,,,[nan nan nan nan nan nan nan nan nan nan]
